"StateFIPS","State","Year","Value","Data Comment",
"21","Kentucky","2005","4,532,689","",
"21","Kentucky","2006","4,532,689","",
"21","Kentucky","2007","4,532,689","",
"21","Kentucky","2008","4,532,689","",
"21","Kentucky","2009","4,532,689","",
"21","Kentucky","2010","4,532,689","",
"21","Kentucky","2011","4,532,689","",
"21","Kentucky","2012","4,552,037","",
"21","Kentucky","2013","4,585,271","",
"21","Kentucky","2014","4,645,995","",
"21","Kentucky","2015","4,625,080","",
"21","Kentucky","2016","4,625,141","",
"21","Kentucky","2017","4,625,611","",
"21","Kentucky","2018","4,513,396","",
"21","Kentucky","2019","4,508,438","",
"21","Kentucky","2020","4,511,155","",
"21","Kentucky","2021","4,522,564","",
"21","Kentucky","2022","4,510,539","",
"21","Kentucky","2023","4,586,867","",
"22","Louisiana","2000","4,903,810","",
"22","Louisiana","2001","4,904,056","",
"22","Louisiana","2002","4,903,536","",
"22","Louisiana","2003","4,903,486","",
"22","Louisiana","2004","4,914,572","",
"22","Louisiana","2005","4,904,835","",
"22","Louisiana","2006","4,907,913","",
"22","Louisiana","2007","4,908,337","",
"22","Louisiana","2008","4,903,817","",
"22","Louisiana","2009","4,907,473","",
"22","Louisiana","2010","4,903,924","",
"22","Louisiana","2011","4,940,915","",
"22","Louisiana","2012","3,856,810","",
"22","Louisiana","2013","4,907,885","",
"22","Louisiana","2014","4,932,485","",
"22","Louisiana","2015","4,827,728","",
"22","Louisiana","2016","4,951,281","",
"22","Louisiana","2017","4,987,631","",
"22","Louisiana","2018","4,989,972","",
"22","Louisiana","2019","5,022,130","",
"22","Louisiana","2020","5,087,425","",
"22","Louisiana","2021","5,125,665","",
"22","Louisiana","2022","5,168,470","",
"23","Maine","1999","661,201","",
"23","Maine","2000","661,201","",
"23","Maine","2001","661,201","",
"23","Maine","2002","661,201","",
"23","Maine","2003","661,201","",
"23","Maine","2004","661,201","",
"23","Maine","2005","661,201","",
"23","Maine","2006","661,201","",
"23","Maine","2007","661,201","",
"23","Maine","2008","661,226","",
"23","Maine","2009","661,151","",
"23","Maine","2010","665,484","",
"23","Maine","2011","690,431","",
"23","Maine","2012","663,618","",
"23","Maine","2013","663,756","",
"23","Maine","2014","669,168","",
"23","Maine","2015","670,320","",
"23","Maine","2016","670,375","",
"23","Maine","2017","672,775","",
"23","Maine","2018","677,143","",
"23","Maine","2019","680,266","",
"23","Maine","2020","680,428","",
"23","Maine","2021","688,267","",
"23","Maine","2022","688,474","",
"23","Maine","2023","690,976","",
"24","Maryland","1999","5,157,529","",
"24","Maryland","2000","5,157,529","",
"24","Maryland","2001","5,157,529","",
"24","Maryland","2002","5,157,529","",
"24","Maryland","2003","5,157,529","",
"24","Maryland","2004","5,157,529","",
"24","Maryland","2005","5,157,529","",
"24","Maryland","2006","5,143,306","",
"24","Maryland","2007","5,157,529","",
"24","Maryland","2008","5,105,475","",
"24","Maryland","2009","5,132,561","",
"24","Maryland","2010","5,200,014","",
"24","Maryland","2011","5,266,738","",
"24","Maryland","2012","5,271,294","",
"24","Maryland","2013","5,274,390","",
"24","Maryland","2014","5,288,267","",
"24","Maryland","2015","5,308,196","",
"24","Maryland","2016","5,317,833","",
"24","Maryland","2017","5,326,684","",
"24","Maryland","2018","5,325,416","",
"24","Maryland","2019","5,370,074","",
"24","Maryland","2020","5,479,955","",
"24","Maryland","2021","5,488,191","",
"24","Maryland","2022","5,486,569","",
"25","Massachusetts","1999","8,416,200","",
"25","Massachusetts","2000","8,416,200","",
"25","Massachusetts","2001","8,416,200","",
"25","Massachusetts","2002","8,416,200","",
"25","Massachusetts","2003","8,416,200","",
"25","Massachusetts","2004","8,416,200","",
"25","Massachusetts","2005","8,416,200","",
"25","Massachusetts","2006","8,416,200","",
"25","Massachusetts","2007","8,416,200","",
"25","Massachusetts","2008","8,510,074","",
"25","Massachusetts","2009","8,510,321","",
"25","Massachusetts","2010","8,510,788","",
"25","Massachusetts","2011","8,866,615","",
"25","Massachusetts","2012","8,879,989","",
"25","Massachusetts","2013","8,920,510","",
"25","Massachusetts","2014","8,930,205","",
"25","Massachusetts","2015","8,924,314","",
"25","Massachusetts","2016","9,152,626","",
"25","Massachusetts","2017","9,163,422","",
"25","Massachusetts","2018","9,168,317","",
"25","Massachusetts","2019","9,182,362","",
"25","Massachusetts","2020","9,231,351","",
"25","Massachusetts","2021","9,398,636","",
"25","Massachusetts","2022","9,459,016","",
"26","Michigan","2012","7,557,005","",
"26","Michigan","2013","7,557,005","",
"26","Michigan","2014","7,557,005","",
"26","Michigan","2015","7,498,501","",
"26","Michigan","2016","7,606,785","",
"26","Michigan","2017","11,886,564","",
"26","Michigan","2018","11,954,104","",
"26","Michigan","2019","11,966,191","",
"26","Michigan","2020","11,950,106","",
"26","Michigan","2021","12,025,842","",
"26","Michigan","2022","12,036,181","",
"26","Michigan","2023","11,686,654","",
"27","Minnesota","1999","4,235,189","",
"27","Minnesota","2000","4,235,189","",
"27","Minnesota","2001","4,235,189","",
"27","Minnesota","2002","4,235,189","",
"27","Minnesota","2003","4,235,189","",
"27","Minnesota","2004","4,235,269","",
"27","Minnesota","2005","4,235,269","",
"27","Minnesota","2006","4,235,869","",
"27","Minnesota","2007","4,236,512","",
"27","Minnesota","2008","4,236,512","",
"27","Minnesota","2009","4,235,789","",
"27","Minnesota","2010","4,236,512","",
"27","Minnesota","2011","4,274,600","",
"27","Minnesota","2012","4,269,859","",
"27","Minnesota","2013","4,323,800","",
"27","Minnesota","2014","4,332,607","",
"27","Minnesota","2015","4,342,835","",
"27","Minnesota","2016","4,329,274","",
"27","Minnesota","2017","4,407,234","",
"27","Minnesota","2018","4,407,235","",
"27","Minnesota","2019","4,461,334","",
"27","Minnesota","2020","4,474,025","",
"27","Minnesota","2021","4,508,541","",
"27","Minnesota","2022","4,562,462","",
"27","Minnesota","2023","4,601,010","",
"29","Missouri","1999","3,056,921","",
"29","Missouri","2000","3,220,554","",
"29","Missouri","2001","2,861,506","",
"29","Missouri","2002","2,710,180","",
"29","Missouri","2003","3,108,234","",
"29","Missouri","2004","4,050,592","",
"29","Missouri","2005","2,563,407","",
"29","Missouri","2006","4,532,744","",
"29","Missouri","2007","5,002,567","",
"29","Missouri","2008","4,153,659","",
"29","Missouri","2009","4,645,562","",
"29","Missouri","2010","4,670,953","",
"29","Missouri","2011","4,534,938","",
"29","Missouri","2012","5,048,460","",
"29","Missouri","2013","5,247,591","",
"29","Missouri","2014","5,351,860","",
"29","Missouri","2015","5,331,243","",
"29","Missouri","2016","5,108,862","",
"29","Missouri","2017","5,356,476","",
"29","Missouri","2018","5,412,514","",
"29","Missouri","2019","5,402,467","",
"29","Missouri","2020","5,314,867","",
"29","Missouri","2021","5,463,491","",
"29","Missouri","2022","5,494,127","",
"29","Missouri","2023","5,551,333","",
"31","Nebraska","2012","1,592,302","",
"31","Nebraska","2013","1,591,813","",
"31","Nebraska","2014","1,592,119","",
"31","Nebraska","2015","1,591,774","",
"31","Nebraska","2016","1,592,141","",
"31","Nebraska","2017","1,592,144","",
"31","Nebraska","2018","1,592,064","",
"31","Nebraska","2019","1,592,159","",
"31","Nebraska","2020","1,592,117","",
"31","Nebraska","2021","1,595,858","",
"33","New Hampshire","1999","855,301","",
"33","New Hampshire","2000","855,301","",
"33","New Hampshire","2001","855,301","",
"33","New Hampshire","2002","855,301","",
"33","New Hampshire","2003","855,301","",
"33","New Hampshire","2004","855,301","",
"33","New Hampshire","2005","855,301","",
"33","New Hampshire","2006","855,301","",
"33","New Hampshire","2007","855,326","",
"33","New Hampshire","2008","855,326","",
"33","New Hampshire","2009","855,326","",
"33","New Hampshire","2010","855,359","",
"33","New Hampshire","2011","854,254","",
"33","New Hampshire","2012","858,671","",
"33","New Hampshire","2013","859,314","",
"33","New Hampshire","2014","867,238","",
"33","New Hampshire","2015","868,401","",
"33","New Hampshire","2016","868,832","",
"33","New Hampshire","2017","875,766","",
"33","New Hampshire","2018","877,649","",
"33","New Hampshire","2019","878,623","",
"33","New Hampshire","2020","891,895","",
"33","New Hampshire","2021","892,232","",
"33","New Hampshire","2022","889,614","",
"33","New Hampshire","2023","892,418","",
"34","New Jersey","1999","9,016,086","",
"34","New Jersey","2000","9,016,086","",
"34","New Jersey","2001","9,016,086","",
"34","New Jersey","2002","9,016,086","",
"34","New Jersey","2003","9,016,086","",
"34","New Jersey","2004","9,016,086","",
"34","New Jersey","2005","9,016,086","",
"34","New Jersey","2006","9,016,086","",
"34","New Jersey","2007","9,016,086","",
"34","New Jersey","2008","9,016,086","",
"34","New Jersey","2009","9,016,086","",
"34","New Jersey","2010","9,016,086","",
"34","New Jersey","2011","9,013,555","",
"34","New Jersey","2012","9,013,555","",
"34","New Jersey","2013","9,050,329","",
"34","New Jersey","2014","9,053,727","",
"34","New Jersey","2015","8,819,604","",
"34","New Jersey","2016","8,898,878","",
"34","New Jersey","2017","8,884,139","",
"34","New Jersey","2018","8,845,996","",
"34","New Jersey","2019","8,903,847","",
"34","New Jersey","2020","8,904,996","",
"34","New Jersey","2021","8,914,588","",
"34","New Jersey","2022","8,913,313","",
"34","New Jersey","2023","8,913,123","",
"35","New Mexico","1999","1,800,269","",
"35","New Mexico","2000","1,800,269","",
"35","New Mexico","2001","1,800,319","",
"35","New Mexico","2002","1,800,319","",
"35","New Mexico","2003","1,800,319","",
"35","New Mexico","2004","1,800,319","",
"35","New Mexico","2005","1,800,319","",
"35","New Mexico","2006","1,800,319","",
"35","New Mexico","2007","1,800,246","",
"35","New Mexico","2008","1,800,246","",
"35","New Mexico","2009","1,800,246","",
"35","New Mexico","2010","1,830,248","",
"35","New Mexico","2011","1,852,763","",
"35","New Mexico","2012","1,834,886","",
"35","New Mexico","2013","1,833,878","",
"35","New Mexico","2014","1,874,740","",
"35","New Mexico","2015","1,897,481","",
"35","New Mexico","2016","1,895,060","",
"35","New Mexico","2017","1,880,842","",
"35","New Mexico","2018","1,914,572","",
"35","New Mexico","2019","1,925,557","",
"35","New Mexico","2020","1,984,557","",
"35","New Mexico","2021","1,976,123","",
"35","New Mexico","2022","1,963,751","",
"35","New Mexico","2023","2,019,209","",
"36","New York","1999","16,459,145","",
"36","New York","2000","16,459,530","",
"36","New York","2001","16,460,149","",
"36","New York","2002","16,462,983","",
"36","New York","2003","16,463,014","",
"36","New York","2004","16,463,076","",
"36","New York","2005","16,463,100","",
"36","New York","2006","16,463,498","",
"36","New York","2007","16,463,713","",
"36","New York","2008","16,465,069","",
"36","New York","2009","16,463,230","",
"36","New York","2010","18,323,940","",
"36","New York","2011","18,245,848","",
"36","New York","2012","18,210,792","",
"36","New York","2013","17,209,219","",
"36","New York","2014","17,790,348","",
"36","New York","2015","16,259,530","",
"36","New York","2016","16,365,615","",
"36","New York","2017","16,474,581","",
"36","New York","2018","17,894,749","",
"36","New York","2019","17,995,824","",
"36","New York","2020","17,054,153","",
"36","New York","2021","18,202,470","",
"36","New York","2022","18,154,277","",
"36","New York","2023","16,687,101","",
"37","North Carolina","2010","7,891,488","",
"37","North Carolina","2011","8,058,123","",
"37","North Carolina","2012","8,135,150","",
"37","North Carolina","2013","8,221,516","",
"37","North Carolina","2014","8,332,506","",
"37","North Carolina","2015","9,090,530","",
"37","North Carolina","2016","9,084,306","",
"37","North Carolina","2017","9,098,203","",
"37","North Carolina","2018","9,106,887","",
"37","North Carolina","2019","9,110,366","",
"37","North Carolina","2020","9,114,531","",
"37","North Carolina","2021","9,116,060","",
"37","North Carolina","2022","9,116,670","",
"37","North Carolina","2023","9,708,775","",
"41","Oregon","2002","4,091,319","",
"41","Oregon","2003","4,097,152","",
"41","Oregon","2004","4,126,882","",
"41","Oregon","2005","4,223,493","",
"41","Oregon","2006","4,220,835","",
"41","Oregon","2007","4,227,647","",
"41","Oregon","2008","4,229,063","",
"41","Oregon","2009","4,226,659","",
"41","Oregon","2010","4,242,179","",
"41","Oregon","2011","4,241,138","",
"41","Oregon","2012","4,245,115","",
"41","Oregon","2013","4,245,481","",
"41","Oregon","2014","4,243,129","",
"41","Oregon","2015","4,245,359","",
"41","Oregon","2016","4,243,729","",
"41","Oregon","2017","4,247,191","",
"41","Oregon","2018","4,246,964","",
"41","Oregon","2019","4,248,300","",
"41","Oregon","2020","4,351,304","",
"41","Oregon","2021","4,352,413","",
"41","Oregon","2022","4,353,656","",
"41","Oregon","2023","4,348,373","",
"42","Pennsylvania","1999","10,781,363","",
"42","Pennsylvania","2000","10,781,363","",
"42","Pennsylvania","2001","10,781,363","",
"42","Pennsylvania","2002","10,781,363","",
"42","Pennsylvania","2003","10,781,411","",
"42","Pennsylvania","2004","10,781,486","",
"42","Pennsylvania","2005","10,781,438","",
"42","Pennsylvania","2006","10,781,359","",
"42","Pennsylvania","2007","10,781,384","",
"42","Pennsylvania","2008","10,781,463","",
"42","Pennsylvania","2009","10,781,463","",
"42","Pennsylvania","2010","10,781,463","",
"42","Pennsylvania","2011","10,793,463","",
"42","Pennsylvania","2012","10,651,615","",
"42","Pennsylvania","2013","10,644,871","",
"42","Pennsylvania","2014","10,598,147","",
"42","Pennsylvania","2015","10,622,943","",
"42","Pennsylvania","2016","11,378,326","",
"42","Pennsylvania","2017","11,431,147","",
"42","Pennsylvania","2018","11,432,141","",
"42","Pennsylvania","2019","11,434,001","",
"42","Pennsylvania","2020","11,460,522","",
"42","Pennsylvania","2021","11,457,878","",
"42","Pennsylvania","2022","11,488,884","",
"42","Pennsylvania","2023","11,452,190","",
"44","Rhode Island","1999","934,513","",
"44","Rhode Island","2000","859,513","",
"44","Rhode Island","2001","863,743","",
"44","Rhode Island","2002","965,000","",
"44","Rhode Island","2003","859,513","",
"44","Rhode Island","2004","1,013,779","",
"44","Rhode Island","2005","1,011,622","",
"44","Rhode Island","2006","1,011,692","",
"44","Rhode Island","2007","1,014,049","",
"44","Rhode Island","2008","1,013,621","",
"44","Rhode Island","2009","1,000,583","",
"44","Rhode Island","2010","916,083","",
"44","Rhode Island","2011","1,024,077","",
"44","Rhode Island","2012","1,024,136","",
"44","Rhode Island","2013","1,034,452","",
"44","Rhode Island","2014","1,034,882","",
"44","Rhode Island","2015","1,034,882","",
"44","Rhode Island","2016","1,034,882","",
"44","Rhode Island","2017","1,034,882","",
"44","Rhode Island","2018","1,032,788","",
"44","Rhode Island","2020","1,035,989","",
"44","Rhode Island","2021","1,040,306","",
"44","Rhode Island","2022","1,040,187","",
"44","Rhode Island","2023","1,041,007","",
"45","South Carolina","1999","3,304,040","",
"45","South Carolina","2000","3,305,246","",
"45","South Carolina","2001","3,305,781","",
"45","South Carolina","2002","3,342,078","",
"45","South Carolina","2003","3,336,995","",
"45","South Carolina","2004","3,381,910","",
"45","South Carolina","2005","3,467,552","",
"45","South Carolina","2006","3,470,882","",
"45","South Carolina","2007","3,595,479","",
"45","South Carolina","2008","3,657,664","",
"45","South Carolina","2009","3,820,683","",
"45","South Carolina","2010","3,860,152","",
"45","South Carolina","2011","3,795,998","",
"45","South Carolina","2012","3,708,533","",
"45","South Carolina","2013","3,630,722","",
"45","South Carolina","2014","3,672,480","",
"45","South Carolina","2015","3,673,072","",
"45","South Carolina","2016","3,786,070","",
"45","South Carolina","2017","4,416,787","",
"45","South Carolina","2018","4,420,775","",
"45","South Carolina","2019","4,420,836","",
"45","South Carolina","2020","4,420,692","",
"45","South Carolina","2021","4,421,548","",
"45","South Carolina","2022","4,419,468","",
"45","South Carolina","2023","4,497,426","",
"47","Tennessee","2020","7,340,302","",
"47","Tennessee","2021","7,334,515","",
"47","Tennessee","2022","7,332,118","",
"49","Utah","1999","2,691,364","",
"49","Utah","2000","2,698,114","",
"49","Utah","2001","2,698,402","",
"49","Utah","2002","2,698,502","",
"49","Utah","2003","2,698,039","",
"49","Utah","2004","2,698,477","",
"49","Utah","2005","2,699,427","",
"49","Utah","2006","2,698,144","",
"49","Utah","2007","2,698,232","",
"49","Utah","2008","2,698,511","",
"49","Utah","2009","2,698,771","",
"49","Utah","2010","2,698,591","",
"49","Utah","2011","2,698,958","",
"49","Utah","2012","2,739,668","",
"49","Utah","2013","2,795,852","",
"49","Utah","2014","4,469,749","",
"49","Utah","2015","4,330,570","",
"49","Utah","2016","3,017,791","",
"49","Utah","2017","4,450,035","",
"49","Utah","2018","3,164,037","",
"49","Utah","2019","3,305,250","",
"49","Utah","2020","3,192,929","",
"49","Utah","2021","3,219,284","",
"49","Utah","2022","3,322,215","",
"49","Utah","2023","3,466,430","",
"50","Vermont","1999","443,471","",
"50","Vermont","2000","443,471","",
"50","Vermont","2001","443,471","",
"50","Vermont","2002","443,471","",
"50","Vermont","2003","443,471","",
"50","Vermont","2004","443,471","",
"50","Vermont","2005","443,471","",
"50","Vermont","2006","443,471","",
"50","Vermont","2007","443,471","",
"50","Vermont","2008","443,471","",
"50","Vermont","2009","443,471","",
"50","Vermont","2010","443,471","",
"50","Vermont","2011","443,471","",
"50","Vermont","2012","446,168","",
"50","Vermont","2013","446,994","",
"50","Vermont","2014","449,172","",
"50","Vermont","2015","450,451","",
"50","Vermont","2016","449,211","",
"50","Vermont","2017","445,608","",
"50","Vermont","2018","448,181","",
"50","Vermont","2019","448,401","",
"50","Vermont","2020","454,476","",
"50","Vermont","2021","460,714","",
"50","Vermont","2022","464,383","",
"50","Vermont","2023","464,500","",
"51","Virginia","2021","7,323,048","",
"51","Virginia","2022","7,325,394","",
"51","Virginia","2023","7,322,534","",
"53","Washington","1999","5,576,823","",
"53","Washington","2000","5,576,823","",
"53","Washington","2001","5,576,823","",
"53","Washington","2002","5,576,823","",
"53","Washington","2003","5,576,823","",
"53","Washington","2004","5,576,823","",
"53","Washington","2005","5,576,823","",
"53","Washington","2006","5,576,823","",
"53","Washington","2007","5,576,823","",
"53","Washington","2008","5,576,823","",
"53","Washington","2009","5,576,823","",
"53","Washington","2010","5,576,823","",
"53","Washington","2011","5,576,823","",
"53","Washington","2012","5,912,722","",
"53","Washington","2013","5,982,257","",
"53","Washington","2014","6,001,501","",
"53","Washington","2015","6,032,812","",
"53","Washington","2016","6,129,886","",
"53","Washington","2017","6,195,867","",
"53","Washington","2018","6,311,289","",
"53","Washington","2019","6,437,897","",
"53","Washington","2020","6,441,979","",
"53","Washington","2021","6,491,558","",
"53","Washington","2022","6,567,719","",
"53","Washington","2023","6,779,634","",
"54","West Virginia","1999","730,602","",
"54","West Virginia","2000","914,986","",
"54","West Virginia","2001","714,113","",
"54","West Virginia","2002","1,215,864","",
"54","West Virginia","2003","1,268,653","",
"54","West Virginia","2004","1,330,104","",
"54","West Virginia","2005","1,350,886","",
"54","West Virginia","2006","1,343,481","",
"54","West Virginia","2007","1,340,792","",
"54","West Virginia","2008","1,346,806","",
"54","West Virginia","2009","1,327,443","",
"54","West Virginia","2010","1,332,530","",
"54","West Virginia","2011","1,322,756","",
"54","West Virginia","2012","1,350,452","",
"54","West Virginia","2013","1,416,293","",
"54","West Virginia","2014","1,483,875","",
"54","West Virginia","2015","1,493,282","",
"54","West Virginia","2016","1,495,305","",
"54","West Virginia","2017","1,509,738","",
"54","West Virginia","2018","1,247,793","",
"55","Wisconsin","1999","3,991,347","",
"55","Wisconsin","2000","3,991,377","",
"55","Wisconsin","2001","3,991,599","",
"55","Wisconsin","2002","3,991,504","",
"55","Wisconsin","2003","3,991,544","",
"55","Wisconsin","2004","3,991,529","",
"55","Wisconsin","2005","3,991,660","",
"55","Wisconsin","2006","3,991,605","",
"55","Wisconsin","2007","3,991,613","",
"55","Wisconsin","2008","3,991,540","",
"55","Wisconsin","2009","3,992,073","",
"55","Wisconsin","2010","3,992,228","",
"55","Wisconsin","2011","4,024,008","",
"55","Wisconsin","2012","4,050,454","",
"55","Wisconsin","2013","4,050,643","",
"55","Wisconsin","2014","4,063,134","",
"55","Wisconsin","2015","4,066,209","",
"55","Wisconsin","2016","4,071,233","",
"55","Wisconsin","2017","4,086,069","",
"55","Wisconsin","2019","4,066,986","",
"55","Wisconsin","2020","4,072,615","",
"55","Wisconsin","2021","4,087,362","",
"55","Wisconsin","2022","4,080,842","",
"55","Wisconsin","2023","4,148,528","",
